title,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
All Falls Down,Kanye West,0.657,0.734,8,-4.832,0,0.484,0.149,0.0,0.139,0.434,91.03
Only God Can Judge Me (ft. Rappin' 4-Tay),2Pac,0.803,0.784,11,-5.97,0,0.198,0.0012,0.000161,0.0794,0.801,90.185
She Will,Lil Wayne,0.364,0.841,8,-4.831,1,0.119,0.000402,0.0,0.242,0.0837,100.14
Damn! (feat. Lil' Jon) - Club Mix,Youngbloodz,0.772,0.724,6,-5.799,0,0.307,0.0149,0.0,0.355,0.518,84.038
Been Around the World (feat. The Notorious B.I.G. & Mase),Diddy,0.815,0.529,6,-10.117,0,0.28,0.0191,0.0,0.406,0.73,99.439
Talk Dirty (feat. 2 Chainz),Jason Derulo,0.76,0.652,6,-7.321,1,0.232,0.0348,0.0,0.307,0.759,100.315
The Box,Roddy Ricch,0.896,0.586,10,-6.687,0,0.0559,0.104,0.0,0.79,0.642,116.971
This Is Why I'm Hot,MiMS,0.621,0.6,8,-6.349,1,0.576,0.277,0.0,0.495,0.485,80.021
Heartless,Kanye West,0.79,0.647,10,-5.983,0,0.136,0.0515,0.0,0.248,0.654,87.999
Natural Born Killaz,Ice Cube,0.738,0.915,9,-7.754,1,0.189,0.0164,9.79e-05,0.627,0.544,91.058
BOP,DaBaby,0.769,0.787,11,-3.909,1,0.367,0.189,0.0,0.129,0.836,126.77
Energy,Drake,0.747,0.571,11,-7.916,1,0.478,0.38,0.0,0.534,0.553,172.104
"Nigga What, Nigga Who (Originator 99)",JAY-Z,0.879,0.626,9,-8.788,1,0.323,0.312,0.0,0.058,0.75,132.784
Grind With Me,Pretty Ricky,0.7,0.538,1,-5.952,1,0.045,0.000204,0.0,0.105,0.189,136.518
Grindin',Clipse,0.592,0.77,1,-3.402,1,0.318,0.122,1.22e-06,0.103,0.361,191.692
Number One Spot,Ludacris,0.542,0.946,6,-4.279,1,0.378,0.0346,0.0,0.323,0.509,146.7
We Want Eazy,Eazy-E,0.711,0.926,7,-2.375,1,0.208,0.0243,0.0,0.385,0.528,95.108
Miss Me,Drake,0.426,0.862,2,-5.979,1,0.597,0.0813,0.0,0.34,0.332,100.3
We Be Clubbin',Ice Cube,0.932,0.862,10,-3.621,0,0.246,0.0831,0.0,0.326,0.742,95.244
"Lights, Camera, Action!",Mr. Cheeks,0.792,0.93,1,-6.32,1,0.0693,0.115,0.0,0.292,0.812,105.505
All Me,Drake,0.67,0.515,1,-6.977,1,0.397,0.0705,0.0,0.25,0.422,122.006
"Wanksta - From ""8 Mile"" Soundtrack",50 Cent,0.806,0.867,1,-3.538,1,0.157,0.02,0.0,0.131,0.904,81.033
Fancy,Drake,0.53,0.884,0,-5.581,0,0.457,0.332,1.98e-06,0.355,0.28,87.194
Holla Holla,Ja Rule,0.883,0.622,11,-7.968,1,0.35,0.0266,0.0,0.0869,0.499,92.969
Woah,Lil Baby,0.882,0.602,11,-5.554,1,0.245,0.0177,0.0,0.178,0.43,142.959
Love The Way You Lie,Eminem,0.749,0.925,10,-5.034,1,0.227,0.241,0.0,0.52,0.641,86.989
I Wonder If Heaven Got A Ghetto - Hip-Hop Version,2Pac,0.928,0.687,1,-4.813,1,0.096,0.105,3.53e-06,0.051,0.782,108.054
Player's Anthem,Junior M.A.F.I.A.,0.85,0.559,11,-7.397,0,0.353,0.221,1.35e-06,0.0924,0.651,88.298
It's Goin' Down (feat. Nitti),Yung Joc,0.888,0.577,1,-7.702,0,0.0612,0.0986,0.0,0.131,0.609,84.003
"Not Tonight (feat. Da Brat, Left Eye, Missy ""Misdemeanor"" Elliott and Angie Martinez) - Remix",Lil' Kim,0.854,0.602,6,-10.162,0,0.32,0.0689,0.0,0.292,0.592,99.429
Foe Tha Love of $,Bone Thugs-N-Harmony,0.772,0.695,7,-8.013,1,0.0735,0.00295,0.0,0.427,0.643,137.868
Headlines,Drake,0.636,0.566,6,-7.16,0,0.106,0.365,0.000353,0.0917,0.425,151.894
How We Do,The Game,0.862,0.648,4,-7.401,0,0.251,0.0455,0.0,0.0332,0.637,98.012
Danger (Been So Long) (feat. Nivea),Mystikal,0.913,0.864,7,-5.394,1,0.215,0.193,2.52e-05,0.0302,0.717,97.975
I Got a Story to Tell - 2014 Remaster,The Notorious B.I.G.,0.88,0.813,1,-5.589,1,0.269,0.227,0.013,0.0581,0.603,94.071
Magic Stick,Lil' Kim,0.849,0.499,2,-7.872,1,0.271,0.117,4.97e-05,0.268,0.504,92.982
Hey Ma,Cam’ron,0.791,0.666,8,-5.484,1,0.341,0.0256,6.33e-06,0.0796,0.938,90.345
HYFR (Hell Ya Fucking Right),Drake,0.444,0.627,7,-8.744,0,0.252,0.123,0.0,0.0795,0.359,98.21
Me Against The World,2Pac,0.791,0.804,6,-3.865,1,0.221,0.0248,0.0301,0.48,0.765,91.938
Disco Inferno,50 Cent,0.925,0.659,3,-4.763,1,0.231,0.206,7.88e-05,0.279,0.71,97.018
Ni**as In Paris,JAY-Z,0.789,0.858,1,-5.542,1,0.311,0.127,0.0,0.349,0.775,140.022
Hits from the Bong,Cypress Hill,0.803,0.578,1,-13.264,1,0.182,0.0103,0.812,0.199,0.499,92.175
Make Me Proud,Drake,0.684,0.486,1,-10.155,1,0.132,0.00268,0.000148,0.157,0.355,131.913
Holy Grail,JAY-Z,0.676,0.534,2,-6.901,0,0.0831,0.0594,8.59e-06,0.256,0.156,145.082
Black Beatles,Rae Sremmurd,0.794,0.632,0,-6.163,1,0.0649,0.142,0.0,0.128,0.355,145.926
The Motto,Drake,0.766,0.442,1,-8.558,1,0.356,0.000107,6.12e-05,0.111,0.39,201.8
Bitch Please II,Eminem,0.918,0.586,1,-2.89,1,0.133,0.0783,0.0,0.145,0.779,95.517
Freek-A-Leek,Petey Pablo,0.756,0.691,2,-3.718,1,0.178,0.0744,0.0,0.364,0.632,104.999
Walk It Talk It,Migos,0.907,0.633,2,-5.145,1,0.184,0.0876,2.6e-06,0.106,0.395,145.914
Stir Fry,Migos,0.817,0.816,2,-5.402,1,0.269,0.00263,0.0,0.159,0.508,181.982
"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",A$AP Rocky,0.853,0.693,1,-6.87,1,0.275,0.0239,0.0,0.11,0.662,95.967
Salt Shaker,Ying Yang Twins,0.884,0.697,11,-6.022,1,0.128,0.0509,0.0,0.094,0.322,101.965
Hail Mary,2Pac,0.772,0.644,10,-6.318,0,0.265,0.158,4.14e-06,0.366,0.388,82.05
Gettin' Jiggy Wit It,Will Smith,0.881,0.874,6,-4.505,1,0.139,0.0175,1.14e-06,0.154,0.858,107.891
Stronger,Kanye West,0.617,0.717,10,-7.858,0,0.153,0.00564,0.0,0.408,0.49,103.992
Shake Ya Tailfeather - Radio Edit,Murphy Lee,0.715,0.733,1,-7.068,1,0.262,0.134,0.0,0.157,0.897,87.665
One Minute Man (feat. Ludacris),Missy Elliott,0.622,0.669,9,-8.419,1,0.329,0.0266,2.97e-06,0.152,0.57,93.839
Bring Em Out,T.I.,0.759,0.891,11,-2.983,1,0.257,0.0298,0.0,0.141,0.587,98.579
No Lie,2 Chainz,0.634,0.665,6,-5.984,0,0.176,0.0172,0.0,0.365,0.611,131.108
To Live & Die In L.A.,2Pac,0.598,0.856,9,-6.204,0,0.306,0.219,0.0,0.291,0.779,173.929
So Many Tears,2Pac,0.899,0.6,1,-7.451,1,0.154,0.0184,1.68e-05,0.0725,0.586,92.717
Over,Drake,0.35,0.845,7,-5.614,1,0.2,0.0107,0.0,0.123,0.45,99.643
Miami,Will Smith,0.877,0.534,1,-6.178,1,0.15,0.0339,1.67e-05,0.0441,0.89,108.17
Warning - 2007 Remaster,The Notorious B.I.G.,0.771,0.865,6,-6.15,1,0.368,0.232,7.08e-06,0.0909,0.372,85.94
Ballin' (with Roddy Ricch),Mustard,0.809,0.545,7,-6.678,1,0.0735,0.392,0.0,0.151,0.244,97.008
Shimmy Shimmy Ya,Ol' Dirty Bastard,0.814,0.481,0,-5.183,1,0.245,0.097,3.83e-05,0.0495,0.193,96.252
"Fiesta (feat. Jay-Z, Boo & Gotti) - Remix",R. Kelly,0.92,0.487,10,-5.578,0,0.182,0.0103,0.0,0.0411,0.806,92.836
Run This Town,JAY-Z,0.632,0.924,1,-1.802,1,0.29,0.281,0.0,0.263,0.441,86.844
Kick in the Door - 2014 Remaster,The Notorious B.I.G.,0.62,0.854,6,-5.578,1,0.628,0.103,0.0,0.402,0.671,179.801
Big Ole Butt,LL Cool J,0.912,0.756,6,-6.809,0,0.214,0.00971,0.0,0.192,0.869,98.08
Young'n,Fabolous,0.933,0.728,7,-5.902,1,0.148,0.326,8.55e-06,0.0717,0.898,108.994
Just A Lil Bit,50 Cent,0.489,0.692,1,-6.672,1,0.41,0.0322,0.00608,0.315,0.527,96.946
For Free (feat. Drake),DJ Khaled,0.916,0.571,10,-8.241,0,0.2,0.0173,1.11e-06,0.153,0.498,103.521
Guilty Conscience,Eminem,0.66,0.789,7,-5.143,1,0.364,0.0527,0.0,0.341,0.513,182.218
21 Questions,50 Cent,0.576,0.807,6,-3.908,0,0.317,0.353,0.000363,0.0512,0.908,90.012
Baby Sitter (feat. Offset),DaBaby,0.852,0.73,1,-5.803,1,0.0579,0.0219,0.0,0.336,0.394,92.506
Get Back,Ludacris,0.555,0.639,1,-5.16,1,0.263,0.0594,0.0,0.118,0.184,171.609
Whoomp! There It Is,Tag Team,0.8,0.639,4,-7.406,0,0.0439,0.00123,0.0,0.0803,0.45,129.443
Southern Hospitality (Featuring Pharrell),Ludacris,0.623,0.896,0,-4.719,1,0.247,0.035,0.0,0.0941,0.613,95.158
I'll Be There For You/You're All I Need To Get By - Puff Daddy Mix,Method Man,0.72,0.675,1,-8.575,0,0.0532,0.152,3.41e-05,0.328,0.661,95.014
Livin' It Up,Ja Rule,0.874,0.768,6,-4.086,1,0.311,0.0554,0.0,0.041,0.636,106.095
I Get Around,2Pac,0.84,0.717,10,-4.368,0,0.105,0.12,1.29e-05,0.298,0.675,96.224
Hey Lover,LL Cool J,0.707,0.427,5,-12.216,0,0.0698,0.339,0.0,0.105,0.541,88.08
Ambitionz Az A Ridah,2Pac,0.801,0.908,2,-6.554,1,0.221,0.00253,0.000655,0.0698,0.805,87.279
Air Force Ones,Nelly,0.784,0.459,4,-9.74,0,0.317,0.0847,0.0,0.079,0.618,164.062
Dead And Gone,T.I.,0.713,0.746,0,-4.99,1,0.259,0.0402,0.0,0.601,0.47,135.021
Trap Queen,Fetty Wap,0.746,0.873,7,-3.803,1,0.128,0.0244,0.0,0.354,0.817,148.075
2 Of Amerikaz Most Wanted,2Pac,0.853,0.876,1,-3.415,1,0.131,0.0426,0.00202,0.0548,0.845,99.236
03' Bonnie & Clyde,JAY-Z,0.759,0.678,9,-5.148,0,0.314,0.23,0.0,0.15,0.327,89.64
Ruff Ryders' Anthem,DMX,0.88,0.577,10,-8.093,0,0.302,0.0564,1.02e-06,0.201,0.74,90.991
HIGHEST IN THE ROOM,Travis Scott,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469
Work Out,J. Cole,0.831,0.427,2,-6.903,1,0.106,0.0531,0.0,0.307,0.216,93.004
Oh Boy,Cam’ron,0.754,0.767,6,-5.586,1,0.145,0.0216,0.0,0.172,0.828,83.014
Boombastic,Shaggy,0.867,0.538,2,-16.183,1,0.361,0.242,1.75e-05,0.316,0.781,158.328
Wow.,Post Malone,0.829,0.539,11,-7.359,0,0.208,0.136,1.78e-06,0.103,0.388,99.96
Wolves (feat. Post Malone),Big Sean,0.724,0.675,2,-5.267,1,0.0867,0.0978,9.41e-06,0.351,0.325,160.048
Bank Account,21 Savage,0.884,0.346,8,-8.228,0,0.351,0.0151,7.04e-06,0.0871,0.376,75.016
21,DaBaby,0.673,0.715,3,-5.239,0,0.0891,0.1,0.0,0.115,0.712,155.992
"It's All About the Benjamins (feat. The Notorious B.I.G., Lil' Kim & The Lox) - Remix",Diddy,0.856,0.696,6,-3.51,1,0.226,0.0405,8.75e-06,0.0901,0.718,89.738
Bow Down,Westside Connection,0.897,0.458,9,-11.01,1,0.279,0.0208,0.0,0.419,0.513,92.928
What's Luv? (feat. Ja-Rule & Ashanti),Fat Joe,0.835,0.707,8,-5.074,1,0.0598,0.0219,2.19e-05,0.108,0.919,93.955
Get Money (feat. Junior M.A.F.I.A.) - 2007 Remaster,The Notorious B.I.G.,0.711,0.871,2,-4.32,1,0.294,0.398,1.69e-06,0.171,0.912,91.153
Fantastic Voyage,Coolio,0.888,0.584,7,-13.308,1,0.112,0.0389,3.25e-06,0.0625,0.762,104.704
Baby (Lil Baby feat. DaBaby),Quality Control,0.97,0.463,10,-7.259,1,0.366,0.0957,0.0,0.151,0.46,108.003
Cry Baby (feat. DaBaby),Megan Thee Stallion,0.957,0.437,11,-7.882,1,0.359,0.00402,0.0,0.219,0.616,130.058
"I Need a Girl (Pt. 2) [feat. Loon, Ginuwine & Mario Winans]",Diddy,0.713,0.471,1,-7.392,0,0.483,0.421,0.0,0.0308,0.779,199.764
The Way I Am,Eminem,0.785,0.871,4,-2.692,0,0.265,0.144,0.0,0.309,0.315,87.248
Right Thurr,Chingy,0.866,0.749,2,-3.977,1,0.253,0.15,0.0,0.0614,0.891,92.074
MotorSport,Migos,0.904,0.518,2,-5.32,1,0.183,0.0305,0.0,0.325,0.188,137.996
Empire State Of Mind,JAY-Z,0.491,0.956,11,-1.538,1,0.392,0.0295,0.0,0.46,0.811,173.585
Bodak Yellow,Cardi B,0.926,0.703,11,-6.337,0,0.103,0.0659,0.0,0.231,0.485,125.022
Keep Their Heads Ringin',Dr. Dre,0.672,0.777,9,-4.238,0,0.0956,0.0379,0.00141,0.159,0.238,90.575
Mask Off (feat. Kendrick Lamar) - Remix,Future,0.727,0.431,2,-12.007,1,0.395,0.0111,0.0166,0.506,0.223,150.005
Eazy-Duz-It,Eazy-E,0.827,0.728,2,-3.912,1,0.307,0.0768,0.0,0.237,0.692,90.872
Gangsta's Paradise,Coolio,0.647,0.514,8,-10.05,1,0.0593,0.0655,0.0,0.398,0.387,79.974
Lean Back,Terror Squad,0.783,0.916,1,-3.344,1,0.415,0.11,0.0,0.0746,0.695,95.321
Deja Vu,J. Cole,0.657,0.421,9,-11.378,1,0.412,0.352,0.000218,0.187,0.181,174.063
Gin N Juice (feat. Dat Nigga Daz),Snoop Dogg,0.549,0.853,7,-4.293,1,0.188,0.0285,0.000296,0.618,0.346,94.695
Going Back to Cali - 2014 Remaster,The Notorious B.I.G.,0.851,0.647,9,-5.847,1,0.339,0.207,0.0,0.0447,0.596,99.17
"All About U (ft. Nate Dogg, Snoop Dogg, Fatal, Yani Hadati)",2Pac,0.859,0.792,2,-4.007,1,0.141,0.065,0.0,0.3,0.766,103.201
Going Bad (feat. Drake),Meek Mill,0.889,0.496,4,-6.365,0,0.0905,0.259,0.0,0.252,0.544,86.003
"Ain't No Fun (If the Homies Cant Have None) (feat. Nate Dogg, Warren G & Kurupt)",Snoop Dogg,0.84,0.798,8,-5.079,1,0.0699,0.045,4.32e-05,0.172,0.695,100.175
You Can Do It,Ice Cube,0.946,0.837,1,-5.355,0,0.164,0.00084,0.0,0.0482,0.893,99.881
The Rain (Supa Dupa Fly),Missy Elliott,0.836,0.595,6,-9.338,1,0.201,0.141,0.00375,0.329,0.762,79.98
Money In The Grave (Drake ft. Rick Ross),Drake,0.842,0.488,10,-4.116,0,0.05,0.0797,0.0,0.122,0.0941,100.524
I Wish,Skee-Lo,0.669,0.809,7,-7.146,1,0.147,0.00137,0.0,0.38,0.572,97.885
2 Phones,Kevin Gates,0.895,0.681,7,-5.267,0,0.358,0.157,0.0,0.189,0.554,121.918
Hit 'Em Up - Single Version,2Pac,0.916,0.844,7,-3.967,1,0.236,0.0394,0.0,0.0778,0.586,95.19
Here Comes The Hotstepper,Ini Kamoze,0.714,0.454,7,-9.002,1,0.418,0.0148,0.000357,0.687,0.443,200.715
Dopeman - Remix,N.W.A.,0.819,0.57,7,-9.313,1,0.374,0.00267,0.0,0.0692,0.694,176.241
Slippery (feat. Gucci Mane),Migos,0.92,0.675,1,-5.661,0,0.263,0.307,0.0,0.104,0.749,141.967
Between Me & You,Ja Rule,0.818,0.883,0,-4.547,1,0.0695,0.0202,0.000767,0.243,0.405,93.67
I Just Wanna Love U (Give It 2 Me),JAY-Z,0.8,0.922,4,-5.125,0,0.24,0.301,9.31e-06,0.0352,0.801,98.631
Suge,DaBaby,0.876,0.662,2,-6.482,0,0.426,0.0608,0.0,0.127,0.844,75.445
Ride Wit Me,Nelly,0.85,0.7,7,-6.49,1,0.0478,0.0616,1.8e-06,0.244,0.722,101.875
Down In the DM (feat. Nicki Minaj) - Remix,Yo Gotti,0.791,0.634,1,-7.684,0,0.0639,0.00243,5.43e-05,0.0812,0.323,152.961
Baby Got Back,Sir Mix-A-Lot,0.926,0.669,1,-11.271,1,0.301,0.0051,0.0,0.0887,0.642,128.462
Izzo (H.O.V.A.),JAY-Z,0.618,0.844,1,-4.051,0,0.342,0.0178,0.000126,0.0634,0.697,84.411
Drip Too Hard (Lil Baby & Gunna),Lil Baby,0.897,0.662,1,-6.903,0,0.292,0.0852,0.0,0.534,0.389,112.511
Better Now,Post Malone,0.68,0.578,10,-5.804,1,0.04,0.331,0.0,0.135,0.341,145.038
Get Low,Lil Jon & The East Side Boyz,0.521,0.625,1,-7.47,1,0.067,0.0301,0.0,0.121,0.136,101.019
I Ain't Mad At Cha,2Pac,0.85,0.676,5,-4.224,0,0.209,0.0785,3.95e-05,0.361,0.606,85.05
One More Chance - 2005 Remaster,The Notorious B.I.G.,0.731,0.695,10,-5.741,0,0.45,0.122,0.0,0.106,0.696,188.182
Congratulations,Post Malone,0.63,0.804,6,-4.183,1,0.0363,0.215,0.0,0.253,0.492,123.146
Nonstop,Drake,0.912,0.412,7,-8.074,1,0.123,0.0165,0.0126,0.104,0.423,154.983
Whatever You Like,T.I.,0.68,0.687,9,-6.162,0,0.0709,0.0161,0.0,0.261,0.467,150.053
Shake Ya Ass,Mystikal,0.914,0.607,7,-5.658,1,0.32,0.0626,0.0,0.0515,0.666,98.054
Low (feat. T-Pain),Flo Rida,0.918,0.609,10,-5.64,0,0.0791,0.0928,0.0,0.139,0.304,128.008
Buy U a Drank (Shawty Snappin') (feat. Yung Joc),T-Pain,0.451,0.55,1,-8.137,1,0.262,0.0108,0.0,0.0737,0.594,80.001
I'm N Luv (Wit a Stripper) (feat. Mike Jones),T-Pain,0.731,0.368,8,-10.38,1,0.0688,0.00544,0.0,0.193,0.512,145.171
Bartender (feat. Akon),T-Pain,0.675,0.394,8,-8.539,1,0.133,0.0611,0.0,0.214,0.405,104.987
Antidote,Travis Scott,0.713,0.526,1,-5.046,1,0.032,0.00767,0.000148,0.124,0.131,131.05
The London (feat. J. Cole & Travis Scott),Young Thug,0.796,0.586,4,-6.946,0,0.147,0.0247,0.0,0.132,0.179,97.981
E.I.,Nelly,0.834,0.481,2,-7.824,0,0.188,0.0732,0.0,0.0934,0.406,89.849
Hard Knock Life (Ghetto Anthem),JAY-Z,0.884,0.679,10,-5.857,0,0.282,0.0957,0.00209,0.0289,0.591,76.993
Lucid Dreams,Juice WRLD,0.511,0.566,6,-7.23,0,0.2,0.349,0.0,0.34,0.218,83.903
Dilemma,Nelly,0.727,0.552,2,-8.074,0,0.14,0.227,0.000164,0.198,0.607,168.189
What You Know Bout Love,Pop Smoke,0.709,0.548,10,-8.493,1,0.353,0.65,1.59e-06,0.133,0.543,83.995
POPSTAR (feat. Drake),DJ Khaled,0.8,0.56,5,-4.818,0,0.261,0.057,0.0,0.134,0.45,163.071
ROCKSTAR (feat. Roddy Ricch),DaBaby,0.746,0.69,11,-7.956,1,0.164,0.247,0.0,0.101,0.497,89.977
Ballin' (with Roddy Ricch),Mustard,0.809,0.545,7,-6.678,1,0.0735,0.392,0.0,0.151,0.244,97.008
Loungin (Who Do Ya Luv) - Remix,LL Cool J,0.817,0.584,7,-9.785,1,0.174,0.432,0.00609,0.225,0.501,99.947
Ghetto Supastar (That is What You Are) (feat. Ol' Dirty Bastard & Mýa),Pras,0.818,0.653,1,-8.396,1,0.204,0.0335,5.46e-06,0.22,0.533,99.931
Wasted (feat. Plies),Gucci Mane,0.702,0.727,5,-3.443,1,0.155,0.0827,0.0,0.0831,0.549,155.093
Changes,2Pac,0.865,0.665,7,-6.289,1,0.073,0.0453,0.0,0.224,0.331,111.113
What's My Name,DMX,0.647,0.98,7,-3.463,1,0.356,0.0301,8.56e-05,0.045,0.399,188.309
No Problem,Lil Scrappy,0.858,0.731,1,-7.224,1,0.237,0.053,0.0,0.15,0.139,85.984
Tipsy - Club Mix,J-Kwon,0.925,0.744,0,-5.79,1,0.367,0.0644,0.0,0.0888,0.656,93.02
Dirt Off Your Shoulder,JAY-Z,0.78,0.657,1,-7.149,1,0.317,0.0321,2.56e-06,0.339,0.648,163.969
I Need Love,LL Cool J,0.769,0.418,0,-14.409,1,0.314,0.0777,0.0,0.0964,0.653,88.178
Live Your Life,T.I.,0.375,0.862,11,-3.363,0,0.255,0.071,0.0,0.211,0.478,159.841
If I Ruled the World (Imagine That) (feat. Lauryn Hill),Nas,0.879,0.564,10,-7.682,0,0.247,0.0474,9.43e-06,0.0519,0.523,93.908
Ether,Nas,0.573,0.831,7,-5.586,1,0.433,0.0401,0.0,0.0909,0.766,76.352
Country Grammar (Hot Shit),Nelly,0.865,0.664,2,-6.822,1,0.108,0.00689,0.0,0.142,0.565,162.831
Taste (feat. Offset),Tyga,0.884,0.559,0,-7.442,1,0.12,0.0236,0.0,0.101,0.342,97.994
Both (feat. Drake),Gucci Mane,0.85,0.405,7,-7.509,0,0.225,0.119,0.000118,0.0707,0.344,139.976
Rump Shaker,Wreckx-N-Effect,0.888,0.822,5,-6.843,0,0.219,0.0025,0.0197,0.303,0.233,102.753
Put It On Me,Ja Rule,0.573,0.851,6,-4.829,0,0.336,0.0291,0.0,0.0937,0.715,185.778
ZEZE (feat. Travis Scott & Offset),Kodak Black,0.861,0.603,8,-5.788,0,0.176,0.0521,0.0,0.0924,0.504,98.043
Stand Up,Ludacris,0.751,0.84,6,-4.855,1,0.349,0.367,0.0,0.0916,0.801,99.057
Always On Time,Ja Rule,0.839,0.706,5,-6.104,0,0.199,0.208,0.0,0.242,0.839,96.673
Me And My Girlfriend,Makaveli,0.828,0.892,4,-4.567,0,0.193,0.115,0.0,0.217,0.712,85.95
Ready or Not,Fugees,0.607,0.422,10,-13.364,0,0.499,0.209,0.0,0.0839,0.563,130.47
goosebumps,Travis Scott,0.841,0.728,7,-3.37,1,0.0484,0.0847,0.0,0.149,0.43,130.049
Bad and Boujee (feat. Lil Uzi Vert),Migos,0.926,0.666,11,-5.314,1,0.244,0.0611,0.0,0.123,0.168,127.079
Black Beatles,Rae Sremmurd,0.794,0.632,0,-6.163,1,0.0649,0.142,0.0,0.128,0.355,145.926
The Next Episode,Dr. Dre,0.922,0.909,10,-2.429,0,0.27,0.0281,0.0,0.0856,0.309,95.295
Killing Me Softly With His Song,Fugees,0.765,0.29,4,-17.117,0,0.139,0.0279,0.0,0.571,0.506,92.409
rockstar (feat. 21 Savage),Post Malone,0.585,0.52,5,-6.136,0,0.0712,0.124,7.01e-05,0.131,0.129,159.801
Keep Ya Head Up,2Pac,0.598,0.732,4,-7.013,1,0.425,0.144,0.0,0.508,0.595,172.329
The Real Slim Shady,Eminem,0.949,0.661,5,-4.244,0,0.0572,0.0302,0.0,0.0454,0.76,104.504
Beautiful,Snoop Dogg,0.893,0.74,11,-4.936,0,0.132,0.299,0.0,0.0881,0.963,101.025
Forgot About Dre,Dr. Dre,0.924,0.74,8,-1.299,1,0.0774,0.0827,0.0,0.163,0.621,133.974
Lollipop,Lil Wayne,0.829,0.428,0,-9.469,1,0.0831,0.056,0.00413,0.137,0.45,148.075
Doin' It,LL Cool J,0.801,0.55,10,-11.044,0,0.209,0.365,0.0234,0.117,0.609,94.994
Drop It Like It's Hot,Snoop Dogg,0.888,0.632,1,-3.872,1,0.219,0.19,0.0,0.101,0.662,91.979
Fuck Wit Dre Day (And Everybody's Celebratin'),Dr. Dre,0.75,0.706,7,-7.461,1,0.156,0.088,0.0,0.535,0.59,93.603
Hot In Herre,Nelly,0.964,0.727,2,-4.441,1,0.121,0.204,0.0,0.0638,0.913,107.067
"So Fresh, So Clean",Outkast,0.725,0.64,5,-7.905,0,0.332,0.0281,0.0,0.099,0.915,166.028
Work It,Missy Elliott,0.884,0.677,1,-5.603,1,0.283,0.0778,0.0,0.0732,0.584,101.868
Swimming Pools (Drank),Kendrick Lamar,0.577,0.447,8,-5.892,1,0.277,0.00627,0.00022,0.0899,0.189,74.236
Regulate,Warren G,0.849,0.521,11,-12.999,0,0.216,0.304,1.65e-06,0.115,0.763,95.265
Big Poppa - 2005 Remaster,The Notorious B.I.G.,0.78,0.575,9,-7.247,0,0.273,0.43,0.0,0.143,0.773,84.492
Rock The Bells,LL Cool J,0.895,0.688,6,-7.372,0,0.152,0.00614,0.38,0.128,0.213,98.482
Bodak Yellow,Cardi B,0.926,0.703,11,-6.337,0,0.103,0.0659,0.0,0.231,0.485,125.022
MIDDLE CHILD,J. Cole,0.837,0.364,8,-11.713,1,0.276,0.149,0.0,0.271,0.463,123.984
Party Up,DMX,0.51,0.931,11,-3.302,1,0.347,0.0738,0.0,0.5,0.53,201.936
The Way You Move (feat. Sleepy Brown),Outkast,0.871,0.597,5,-4.932,0,0.0464,0.126,0.000113,0.0638,0.635,125.999
Ms. Jackson,Outkast,0.843,0.806,4,-5.946,0,0.269,0.143,0.0,0.0771,0.613,94.948
God's Plan,Drake,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169
Gin N Juice (feat. Dat Nigga Daz),Snoop Dogg,0.549,0.853,7,-4.293,1,0.188,0.0285,0.000296,0.618,0.346,94.695
Gold Digger,Kanye West,0.629,0.696,1,-5.572,0,0.348,0.0195,0.0,0.0554,0.623,93.034
It Was A Good Day,Ice Cube,0.798,0.744,7,-5.328,0,0.136,0.33,0.000106,0.292,0.794,82.356
No Role Modelz,J. Cole,0.692,0.521,10,-8.465,0,0.33,0.301,0.0,0.0565,0.463,100.45
Hip Hop Hooray,Naughty By Nature,0.862,0.642,6,-13.652,0,0.101,0.102,0.0,0.272,0.765,99.201
HUMBLE.,Kendrick Lamar,0.908,0.621,1,-6.638,0,0.102,0.000282,5.39e-05,0.0958,0.421,150.011
Hypnotized (feat. Akon),Plies,0.84,0.571,10,-7.421,1,0.0797,0.16,0.0,0.406,0.617,116.59
Budsmokers Only,Bone Thugs-N-Harmony,0.791,0.509,3,-9.831,0,0.133,0.0915,0.0,0.328,0.787,130.698
Notorious Thugs - 2014 Remaster,The Notorious B.I.G.,0.704,0.873,11,-4.057,0,0.144,0.121,5.12e-06,0.24,0.742,154.914
Party Like A Rock Star,Shop Boyz,0.619,0.709,7,-4.633,1,0.0395,0.00541,0.0,0.507,0.68,144.972
Shawty Is A 10 - (Explicit),The-Dream,0.742,0.441,7,-5.541,0,0.0403,0.0689,0.0,0.0715,0.39,74.987
Smack That,Akon,0.939,0.742,5,-5.171,0,0.0467,0.321,0.0,0.107,0.924,118.978
Me Dediqué a Perderte,Alejandro Fernández,0.642,0.442,8,-9.115,1,0.074,0.491,1.58e-06,0.102,0.465,148.01
Obsesion,Aventura,0.804,0.56,1,-6.912,0,0.0397,0.416,0.0,0.0608,0.768,133.682
Rosas,La Oreja de Van Gogh,0.783,0.693,9,-5.056,1,0.027,0.622,8.3e-06,0.109,0.528,106.991
